STOCKNAME,PSMAR5,PSMAR20,PSMAR60,VSMAR5,VSMAR20,VSMAR60
컨버즈,0.0,0.0,0.0,,,
옵티시스,0.028,0.003,0.0,0.693,0.15,0.073
에스와이,-0.009,0.0,-0.083,-0.528,-0.738,-0.926
디에스케이,-0.001,-0.053,-0.042,-0.412,-0.501,-0.717
진매트릭스,-0.027,-0.157,-0.446,-0.129,-0.271,-0.44
동일금속,-0.015,-0.016,0.017,0.442,0.022,-0.461
에이프로젠 H&G,-0.002,-0.046,-0.097,-0.29,-0.591,-0.722
전진바이오팜,0.021,0.048,0.143,-0.249,-0.015,-0.702
크리스에프앤씨,0.006,0.024,0.056,0.393,-0.263,-0.169
디아이티,0.002,-0.006,0.056,-0.666,-0.715,-0.919
호전실업,0.028,0.073,0.12,-0.688,-0.443,-0.43
남화산업,0.081,0.166,0.159,0.449,3.306,4.998
영원무역,0.014,0.098,0.226,-0.27,-0.271,-0.305
지와이커머스,0.0,0.0,0.001,,,
삼본전자,-0.022,-0.079,-0.165,0.053,-0.318,-0.789
위메이드,0.01,-0.013,0.025,-0.216,-0.57,-0.588
씨에스윈드,-0.067,-0.297,-0.536,1.283,1.401,2.244
디젠스,-0.001,0.09,0.176,-0.645,-0.782,-0.498
GKL,0.047,0.086,0.064,0.23,0.997,1.101
크루셜텍,-0.03,-0.174,-0.275,1.361,5.927,13.899
강원,0.0,0.0,0.0,,,
KODEX 국고채3년,0.0,-0.001,-0.001,0.911,-0.254,-0.203
KPX생명과학,0.015,-0.038,-0.207,0.473,0.135,-0.747
지스마트글로벌,0.0,0.0,0.0,,,
우노앤컴퍼니,-0.001,-0.035,0.209,-0.801,-0.879,-0.873
KODEX 인버스,0.005,0.013,-0.033,-0.013,-0.02,-0.069
아이원스,-0.045,-0.084,-0.264,0.247,-0.174,-0.541
휴맥스,-0.013,-0.126,-0.198,0.544,-0.066,-0.762
큐리언트,0.006,0.008,-0.005,-0.36,-0.425,-0.763
인포바인,-0.005,-0.027,-0.001,-0.063,-0.152,-0.295
락앤락,0.008,0.081,0.266,-0.155,-0.295,-0.33
우리넷,-0.02,-0.049,-0.055,-0.251,-0.289,-0.524
지트리비앤티,-0.006,-0.049,-0.243,-0.573,-0.778,-0.777
씨유메디칼,-0.026,-0.12,-0.226,-0.389,-0.621,-0.837
케이씨에스,-0.033,0.278,0.386,-0.858,-0.588,-0.193
씨엔플러스,0.0,0.0,0.0,,,
스타플렉스,0.016,-0.022,-0.067,-0.101,-0.132,-0.366
이미지스,-0.024,0.027,-0.144,-0.88,-0.806,-0.623
연우,0.01,-0.011,0.133,-0.351,-0.682,-0.765
KODEX 에너지화학,0.0,-0.042,0.034,0.157,-0.031,-0.255
대성에너지,0.002,0.003,-0.015,2.633,7.67,7.094
알파홀딩스,-0.028,-0.09,-0.067,-0.172,-0.577,-0.802
KODEX 철강,0.037,0.081,0.106,0.503,0.963,1.09
KODEX 건설,-0.005,-0.028,0.015,-0.016,-0.649,-0.647
티로보틱스,-0.046,0.012,0.211,0.092,-0.465,-0.25
우리들휴브레인,-0.034,-0.1,-0.152,0.255,-0.177,-0.415
모트렉스,-0.032,-0.105,-0.152,0.594,0.032,-0.856
포메탈,-0.007,-0.026,-0.001,-0.438,-0.682,-0.955
인터로조,0.015,0.024,0.008,-0.302,-0.504,-0.492
KC코트렐,-0.039,-0.165,-0.244,-0.115,-0.257,-0.832
아이텍,0.02,0.025,0.01,-0.09,-0.161,-0.607
지엔씨에너지,-0.022,-0.063,-0.065,0.243,-0.389,-0.552
다나와,-0.036,-0.068,0.02,0.019,-0.122,-0.208
조선선재,0.011,0.047,0.053,-0.347,0.082,0.018
코오롱인더,-0.003,0.009,0.189,-0.338,-0.446,-0.206
코오롱인더우,0.001,-0.013,0.076,-0.508,-0.825,-0.823
대정화금,-0.004,-0.061,-0.186,-0.421,-0.662,-0.823
골프존뉴딘홀딩스,0.031,0.105,0.15,-0.501,-0.096,0.388
나노신소재,-0.036,-0.148,-0.23,0.654,0.57,-0.11
비덴트,-0.008,0.019,0.112,-0.303,-0.678,-0.526
코이즈,0.076,0.12,0.743,0.398,-0.57,-0.621
에스디시스템,0.0,0.0,0.0,,,
제노레이,0.017,-0.001,-0.024,1.778,4.257,2.756
삼기,-0.003,-0.073,-0.008,0.043,-0.556,-0.904
KMH,-0.106,-0.385,-0.455,-0.091,-0.401,-0.353
KODEX 레버리지,-0.01,-0.033,0.03,0.08,0.125,-0.145
예스티,-0.001,-0.024,0.126,-0.432,-0.522,-0.592
서진오토모티브,0.024,0.085,0.061,-0.684,-0.33,0.002
와이지엔터테인먼트,0.056,0.062,0.08,0.306,0.657,0.373
아이마켓코리아,0.001,-0.008,-0.012,-0.114,-0.53,-0.695
와이솔,-0.008,-0.073,-0.136,0.16,0.236,-0.294
엠에스오토텍,-0.034,-0.098,-0.097,-0.202,-0.753,-0.817
제닉,0.078,0.217,0.424,-0.318,0.481,0.588
코리아에프티,-0.04,-0.132,-0.027,-0.177,-0.69,-0.551
선데이토즈,-0.008,-0.06,0.015,-0.475,-0.676,-0.498
이엠넷,0.003,0.004,0.031,0.013,-0.066,-0.006
한국화장품,0.004,-0.006,-0.025,-0.2,-0.245,-0.546
SJM,0.002,-0.04,0.097,-0.226,-0.665,-0.864
알톤스포츠,0.072,0.122,0.249,1.75,2.343,3.057
한일진공,0.044,0.024,-0.047,3.66,12.305,14.637
아나패스,-0.006,-0.029,-0.007,-0.148,-0.294,-0.621
한국자산신탁,0.008,0.006,-0.007,-0.121,-0.097,-0.291
아이티센,0.004,-0.003,0.032,-0.358,-0.552,-0.571
태웅로직스,0.013,0.017,-0.02,0.007,-0.778,-0.837
아모그린텍,0.055,0.01,-0.023,-0.576,-0.619,-0.84
비나텍,-0.07,-0.208,-0.227,0.656,0.597,0.247
현대퓨처넷,0.242,0.315,0.353,3.885,16.717,22.788
코프라,-0.006,-0.088,0.039,-0.028,-0.709,-0.767
화신정공,0.011,-0.031,0.003,-0.064,-0.767,-0.926
하이비젼시스템,-0.017,-0.063,0.007,-0.038,-0.596,-0.483
뉴로스,0.011,-0.254,-0.075,0.194,-0.388,-0.082
제이엔케이히터,-0.01,-0.072,-0.068,-0.534,-0.673,-0.812
디엔에이링크,-0.012,-0.136,-0.342,-0.384,-0.418,-0.561
매직마이크로,0.0,0.0,-0.06,,,-1.0
아시아경제,0.009,-0.018,0.019,-0.328,-0.693,-0.697
에코캡,0.051,0.073,0.216,1.569,0.433,1.999
피제이메탈,0.001,0.035,0.058,-0.499,-0.446,-0.374
대성산업,0.086,0.162,0.192,3.329,13.376,27.732
한미약품,-0.029,-0.105,-0.129,-0.548,-0.39,-0.638
인터지스,0.04,0.087,0.203,-0.32,-0.645,-0.463
앱코,0.006,-0.025,-0.065,-0.087,-0.573,-0.836
GH신소재,-0.028,-0.082,-0.209,0.217,-0.697,-0.857
나이스디앤비,0.0,-0.005,-0.03,-0.187,-0.609,-0.689
한전산업,-0.02,-0.047,-0.007,-0.23,-0.756,-0.851
티피씨글로벌,0.012,0.021,0.188,-0.308,-0.638,-0.75
디에이치피코리아,0.002,-0.013,-0.034,-0.222,-0.094,-0.675
시큐브,0.0,0.0,0.0,,,-1.0
스카이이앤엠,0.009,-0.041,-0.091,-0.53,-0.764,-0.731
딜리,-0.009,-0.002,0.025,-0.294,-0.767,-0.397
대한과학,-0.033,-0.098,-0.29,-0.103,-0.402,-0.905
티에스이,-0.04,-0.128,-0.172,-0.28,-0.296,-0.034
알서포트,-0.018,-0.09,-0.27,-0.473,-0.614,-0.859
피앤이솔루션,-0.023,-0.049,-0.04,0.474,0.706,0.031
액트,0.012,-0.027,-0.077,-0.242,-0.545,-0.878
파인텍,-0.012,-0.037,-0.051,-0.102,-0.424,-0.569
테스나,-0.04,-0.095,-0.116,0.067,-0.001,-0.424
KODEX 골드선물(H),-0.017,-0.053,-0.082,-0.227,-0.084,-0.121
메가엠디,0.021,0.016,-0.024,-0.315,-0.239,-0.609
화인베스틸,-0.002,-0.029,-0.081,-0.347,-0.57,-0.897
이퓨쳐,-0.011,-0.047,-0.076,-0.54,-0.643,-0.871
미원화학,-0.003,0.001,-0.01,-0.352,-0.573,-0.67
디엠티,-0.013,-0.053,0.002,-0.22,-0.575,-0.744
시디즈,0.006,-0.029,0.051,-0.562,-0.714,-0.827
하림,0.006,0.008,0.011,-0.146,-0.324,-0.701
선진,-0.062,-0.188,0.059,-0.424,-0.348,-0.259
쎄미시스코,-0.021,-0.11,-0.184,0.268,-0.139,-0.216
윈스,-0.009,-0.058,-0.069,-0.148,-0.176,-0.399
피엔티,-0.011,-0.005,-0.007,-0.276,-0.333,-0.503
넥스트아이,-0.017,-0.088,-0.173,0.486,0.65,-0.276
제이씨케미칼,0.003,-0.027,-0.069,0.755,0.35,-0.429
메리츠금융지주,0.011,0.105,0.201,0.233,-0.06,-0.066
신진에스엠,-0.015,-0.095,0.003,-0.376,-0.379,-0.761
오이솔루션,0.006,-0.075,-0.142,0.016,-0.049,-0.207
엔에스쇼핑,-0.016,-0.104,-0.143,0.198,0.524,0.333
에이씨티,0.0,0.0,0.0,,,
코오롱플라스틱,-0.022,-0.055,0.086,-0.038,-0.76,-0.76
비즈니스온,-0.014,-0.013,0.034,0.245,-0.342,-0.415
나이벡,-0.029,0.03,-0.055,-0.253,-0.724,-0.759
엘아이에스,0.013,-0.029,-0.232,-0.441,-0.635,-0.947
BNK금융지주,0.016,0.058,0.075,-0.159,0.161,0.064
시티랩스,-0.02,-0.032,-0.077,-0.255,-0.494,-0.624
DGB금융지주,0.029,0.061,0.059,0.44,1.195,1.033
이마트,0.002,0.004,0.058,-0.25,-0.142,-0.202
키네마스터,-0.012,0.316,0.666,-0.689,-0.731,-0.499
서플러스글로벌,-0.015,-0.09,0.151,-0.056,-0.785,-0.744
메지온,0.009,0.032,-0.019,-0.134,-0.461,-0.7
대창스틸,0.019,0.02,0.023,-0.203,-0.436,-0.737
알에스오토메이션,-0.024,-0.045,0.019,0.107,-0.423,-0.579
KODEX 보험,0.024,0.068,0.064,0.422,0.679,1.261
KODEX 운송,0.026,0.052,0.121,0.409,0.868,0.461
파크시스템스,-0.03,0.036,0.24,0.213,0.128,-0.058
에이리츠,0.004,0.0,-0.047,-0.441,-0.385,-0.776
비아트론,-0.023,-0.07,-0.006,0.08,-0.353,-0.344
포티스,0.0,0.0,0.0,,,
맥스로텍,-0.003,0.022,-0.195,-0.651,-0.845,-0.777
레고켐바이오,0.002,0.021,-0.073,-0.281,-0.14,-0.672
유니트론텍,-0.009,-0.027,0.021,-0.388,-0.621,-0.829
녹십자엠에스,-0.005,-0.091,-0.209,-0.429,-0.627,-0.881
바이오리더스,-0.025,-0.093,-0.132,-0.121,-0.407,-0.671
아이디스,-0.012,-0.077,-0.051,-0.34,-0.249,-0.537
핸즈코퍼레이션,0.0,-0.055,-0.13,0.15,-0.254,-0.721
사람인에이치알,-0.014,-0.011,0.068,-0.334,-0.531,-0.505
영우디에스피,-0.029,-0.133,-0.043,0.303,0.184,-0.51
녹십자랩셀,0.015,-0.013,-0.032,-0.565,-0.571,-0.793
KODEX 은선물(H),-0.036,-0.067,-0.037,0.553,0.2,0.424
코오롱머티리얼,-0.002,-0.062,-0.035,-0.294,-0.9,-0.859
뉴파워프라즈마,0.007,-0.016,-0.033,-0.19,-0.51,-0.641
휴젤,-0.029,-0.1,-0.146,0.184,-0.009,0.051
세화아이엠씨,0.003,0.058,0.084,-0.505,-0.745,-0.755
케이탑리츠,-0.028,-0.177,-0.046,0.095,-0.309,-0.561
덴티움,0.018,0.143,0.314,-0.407,-0.414,-0.09
삼양사,0.009,-0.057,-0.05,-0.509,-0.646,-0.764
삼양사우,0.0,-0.042,-0.065,-0.481,-0.752,-0.874
마이크로프랜드,-0.021,0.001,0.105,-0.27,-0.707,-0.688
제룡산업,0.012,-0.001,0.038,-0.553,-0.563,-0.842
비디아이,-0.003,0.134,0.037,-0.674,-0.5,-0.569
세경하이테크,0.005,-0.026,-0.057,-0.594,-0.47,-0.567
알엔투테크놀로지,0.02,0.029,0.016,0.017,0.664,-0.243
아바텍,-0.017,-0.051,0.337,0.461,-0.253,-0.28
하이로닉,0.005,-0.023,0.041,-0.011,-0.807,-0.895
인트로메딕,-0.021,-0.118,-0.319,0.118,-0.165,-0.403
파수,-0.003,-0.048,-0.071,-0.123,-0.689,-0.772
KG ETS,-0.029,-0.031,-0.01,-0.317,-0.391,-0.637
나노스,0.008,0.256,0.797,-0.234,-0.401,0.04
KODEX 국채선물10년,-0.001,-0.009,-0.016,0.402,-0.235,-0.62
KODEX 단기채권,0.0,0.0,0.001,-0.331,-0.521,-0.525
하이골드3호,0.0,0.003,-0.013,0.953,1.769,1.886
네이블,0.009,-0.071,0.072,-0.641,-0.602,-0.732
우리이앤엘,0.001,-0.05,-0.084,-0.819,-0.549,-0.67
옵티팜,-0.017,-0.081,-0.175,-0.075,-0.484,-0.682
아시아종묘,-0.011,-0.027,-0.043,-0.235,-0.695,-0.715
솔루에타,-0.01,-0.086,0.001,-0.257,-0.833,-0.721
와이엠씨,-0.016,-0.051,-0.003,-0.177,-0.604,-0.583
DSR,-0.003,-0.038,-0.085,-0.312,-0.789,-0.763
바다로19호,0.006,0.023,0.016,-0.031,-0.597,-0.615
엘앤케이바이오,0.022,-0.079,0.006,0.328,0.18,-0.588
스타모빌리티,0.0,0.0,0.0,,,
아톤,-0.011,-0.042,-0.102,-0.539,-0.475,-0.808
제로투세븐,0.001,0.077,0.151,0.168,0.491,1.131
스킨앤스킨,0.0,0.0,0.0,,,
NEW,0.084,0.153,0.431,0.25,0.595,-0.064
이큐셀,0.0,0.0,0.0,,,
싸이맥스,-0.018,-0.056,-0.011,0.452,0.28,-0.294
애경유화,-0.019,-0.003,0.092,0.044,-0.428,-0.104
한국타이어앤테크놀로지,-0.035,-0.042,0.079,0.129,0.071,0.052
THE MIDONG,-0.004,-0.089,-0.15,-0.189,-0.324,-0.847
필옵틱스,-0.025,-0.083,-0.108,-0.195,-0.304,-0.653
한국콜마,0.012,0.065,0.14,-0.161,-0.343,-0.29
동일고무벨트,-0.002,-0.053,-0.097,-0.057,-0.419,-0.809
핑거,-0.029,-0.095,,0.308,-0.572,
이루다,0.02,-0.013,-0.024,0.196,0.17,-0.333
하나머티리얼즈,-0.035,0.018,0.134,-0.212,-0.496,-0.427
코아스템,-0.027,-0.054,-0.16,-0.357,-0.407,-0.769
내츄럴엔도텍,0.0,0.0,0.0,,,
한국패러랠,0.003,0.005,0.011,-0.327,-0.204,-0.558
엠브레인,-0.023,0.052,0.106,-0.491,-0.163,0.433
현대공업,-0.021,0.062,0.032,-0.7,0.083,0.172
파이오링크,-0.017,-0.063,-0.049,-0.141,-0.643,-0.463
동아에스티,0.005,-0.02,-0.034,-0.21,-0.553,-0.65
엘티씨,-0.014,-0.086,-0.051,-0.056,-0.607,-0.807
램테크놀러지,0.009,-0.058,-0.084,-0.279,-0.621,-0.794
선익시스템,0.149,0.393,0.896,0.616,3.159,8.3
라이온켐텍,0.034,0.0,0.039,0.776,0.543,0.901
하이골드12호,0.002,0.009,0.018,0.177,0.86,0.135
오파스넷,0.009,0.001,-0.42,-0.256,-0.185,-0.586
에프엔씨엔터,0.004,-0.028,-0.031,-0.677,-0.733,-0.802
장원테크,0.019,-0.049,-0.253,-0.413,-0.745,-0.809
앱클론,-0.002,-0.048,-0.115,-0.459,-0.529,-0.873
인포마크,0.049,0.081,0.178,-0.469,-0.688,-0.565
아이큐어,0.025,-0.112,-0.122,0.054,-0.563,-0.641
JB금융지주,0.014,0.035,0.049,-0.015,0.309,-0.037
에이치엔티,0.0,0.0,0.0,,,
KODEX 국채선물10년인버스,0.002,0.009,0.017,2.618,6.157,12.161
베셀,0.028,-0.099,0.191,-0.038,-0.59,-0.488
파버나인,-0.002,-0.061,-0.035,-0.378,-0.888,-0.818
서진시스템,0.077,0.047,-0.043,2.029,2.167,2.104
유테크,-0.016,-0.146,-0.28,-0.702,-0.71,-0.822
PI첨단소재,-0.01,-0.03,0.064,0.071,-0.432,-0.471
엠아이텍,-0.016,-0.066,-0.041,0.001,-0.48,-0.609
유티아이,-0.006,-0.047,0.008,-0.264,-0.698,-0.741
캔서롭,0.0,0.0,0.0,,,
한진칼,-0.022,-0.023,-0.064,-0.062,-0.385,-0.549
한진칼우,-0.016,-0.053,-0.137,-0.128,-0.513,-0.624
이즈미디어,0.018,0.076,0.616,-0.17,-0.574,-0.71
NHN,-0.012,-0.035,-0.055,-0.254,-0.432,-0.573
큐브엔터,0.012,-0.036,-0.064,-0.118,-0.405,-0.7
엔케이맥스,0.018,0.02,0.051,-0.102,-0.24,-0.626
테라셈,0.003,-0.053,-0.182,-0.67,-0.693,-0.707
아세아시멘트,-0.037,-0.095,-0.003,0.376,-0.039,0.116
코미코,-0.036,-0.077,0.043,0.613,0.106,-0.106
엔지켐생명과학,0.017,0.037,-0.055,-0.337,-0.462,-0.653
SGA솔루션즈,-0.041,0.086,0.137,-0.942,-0.843,-0.704
아이진,0.031,0.068,0.036,-0.382,-0.032,-0.446
종근당,0.059,0.043,-0.046,0.023,0.508,-0.466
그린플러스,0.001,-0.032,-0.053,0.04,-0.308,-0.567
디티앤씨,-0.019,-0.078,-0.043,-0.256,-0.677,-0.741
신화콘텍,-0.005,-0.012,0.03,-0.235,-0.559,-0.729
제노포커스,-0.006,-0.07,-0.196,-0.79,-0.74,-0.91
나노,0.003,-0.031,-0.013,-0.631,-0.793,-0.799
디바이스이엔지,-0.032,-0.119,-0.18,-0.217,-0.32,-0.656
인텔리안테크,-0.048,-0.108,0.183,1.067,0.323,0.013
씨이랩,-0.024,,,-0.485,,
포시에스,0.032,0.018,-0.035,-0.539,-0.506,-0.772
서전기전,-0.022,0.061,0.14,-0.677,-0.55,0.033
흥국에프엔비,0.072,0.156,0.4,0.957,0.58,1.073
나무가,-0.011,-0.03,-0.068,-0.661,-0.571,-0.762
코리아에셋투자증권,0.001,-0.004,0.014,-0.046,-0.37,-0.588
육일씨엔에쓰,0.002,0.07,0.129,-0.156,-0.711,-0.313
테고사이언스,0.001,-0.032,-0.086,-0.098,-0.505,-0.814
더블유게임즈,-0.004,-0.066,-0.084,-0.347,-0.567,-0.667
케이사인,-0.036,0.153,0.288,-0.859,-0.702,-0.215
윈하이텍,-0.004,-0.032,0.02,0.266,-0.525,-0.673
쿠쿠홀딩스,0.029,0.12,0.28,-0.445,-0.534,-0.473
감마누,0.128,0.108,0.21,0.136,-0.184,-0.017
슈피겐코리아,-0.021,-0.075,-0.095,-0.076,-0.133,-0.447
드림텍,-0.023,-0.099,-0.185,0.168,0.108,-0.437
코스맥스,0.052,0.085,0.144,-0.365,-0.079,0.019
와이제이엠게임즈,-0.013,-0.059,0.184,-0.643,-0.71,-0.296
제이에스코퍼레이션,-0.029,0.134,0.4,-0.151,-0.216,0.583
데브시스터즈,-0.01,0.23,1.091,-0.045,-0.477,-0.493
노바렉스,0.016,0.02,0.054,-0.117,-0.297,-0.253
퓨전,0.0,0.0,0.0,,,
마니커에프앤지,0.005,-0.002,-0.023,-0.222,-0.541,-0.728
해성디에스,-0.038,-0.092,0.089,0.394,-0.358,-0.439
에이비프로바이오,-0.033,-0.159,-0.421,-0.485,-0.491,-0.752
알테오젠,-0.022,-0.065,-0.161,-0.074,-0.062,-0.571
애니젠,-0.013,-0.086,-0.049,-0.27,-0.57,-0.804
코아시아옵틱스,0.0,0.0,0.0,,,
디에이테크놀로지,-0.001,-0.106,-0.164,-0.2,-0.305,-0.59
웹스,0.016,-0.004,0.045,-0.147,-0.537,-0.459
디지캡,0.017,-0.018,0.041,-0.614,-0.733,-0.868
엔피디,-0.007,-0.059,-0.085,-0.237,-0.743,-0.716
고려시멘트,-0.033,-0.055,0.033,-0.53,-0.946,-0.872
제일전기공업,-0.022,-0.149,-0.193,-0.421,-0.104,-0.844
콜마비앤에이치,-0.014,-0.032,-0.048,0.075,-0.225,-0.477
텔콘RF제약,0.047,0.021,-0.053,3.557,12.317,13.128
에이팩트,-0.007,-0.045,-0.038,-0.252,-0.4,-0.633
휴메딕스,-0.013,-0.015,-0.011,-0.552,-0.729,-0.486
에이디테크놀로지,-0.029,-0.094,-0.106,0.003,-0.119,-0.576
비씨월드제약,0.001,-0.059,-0.169,-0.406,-0.46,-0.928
서연이화,0.031,0.097,0.085,-0.274,1.475,0.963
미투온,0.025,0.032,0.087,0.196,0.802,1.116
유니온커뮤니티,-0.007,-0.046,-0.056,-0.256,-0.392,-0.86
드림시큐리티,-0.028,0.023,0.04,-0.711,-0.769,-0.467
프로스테믹스,-0.015,-0.081,-0.129,-0.174,-0.599,-0.904
그리티,0.025,0.005,0.006,0.388,0.086,0.431
모두투어리츠,-0.006,0.007,0.023,-0.657,-0.778,-0.814
제이앤티씨,0.003,-0.047,-0.087,-0.323,-0.364,-0.637
만도,-0.009,-0.084,-0.053,-0.116,-0.453,-0.586
글로벌텍스프리,-0.002,-0.008,-0.014,0.063,-0.595,-0.528
스튜디오산타클로스,0.022,-0.049,-0.054,0.511,-0.22,-0.712
지엘팜텍,-0.045,-0.131,-0.186,0.296,-0.749,-0.806
엑셈,-0.015,-0.084,-0.021,-0.095,-0.66,-0.751
휴마시스,-0.019,-0.127,-0.281,-0.125,-0.581,-0.859
액션스퀘어,0.003,0.037,0.194,1.302,0.75,1.902
베노홀딩스,-0.009,-0.087,-0.159,-0.284,-0.542,-0.638
덱스터,0.062,0.128,0.246,-0.234,0.619,0.934
바디텍메드,-0.011,-0.085,-0.23,-0.315,-0.447,-0.624
유바이오로직스,-0.022,-0.01,-0.083,-0.454,-0.514,-0.792
미스터블루,-0.001,-0.045,-0.063,-0.455,-0.578,-0.816
삼성바이오로직스,-0.036,-0.079,-0.105,0.466,0.56,-0.121
정다운,0.02,-0.026,-0.008,-0.533,-0.314,-0.785
파멥신,0.02,-0.027,-0.052,2.563,3.239,0.584
지란지교시큐리티,-0.001,0.019,0.037,-0.39,-0.431,-0.223
셀바스헬스케어,0.009,-0.008,0.013,-0.184,-0.49,-0.429
썸에이지,0.023,-0.018,0.092,0.262,-0.304,0.299
바이오로그디바이스,-0.014,0.027,0.05,-0.742,-0.228,0.371
엔지스테크널러지,-0.03,-0.121,-0.008,0.338,-0.181,-0.348
디와이파워,0.015,0.121,0.201,-0.345,-0.248,-0.146
SK디앤디,0.015,-0.073,-0.14,-0.504,-0.651,-0.748
AP위성,-0.022,0.046,0.603,-0.426,-0.863,-0.71
KODEX 배당성장,0.002,-0.018,0.03,0.384,-0.627,-0.609
네오오토,0.0,-0.032,0.005,0.089,-0.806,-0.744
미래테크놀로지,0.003,0.015,0.022,0.147,0.285,0.547
덕산네오룩스,-0.038,-0.038,0.094,-0.223,-0.498,-0.417
한솔제지,0.005,-0.002,-0.017,-0.148,-0.516,-0.488
클래시스,-0.028,-0.12,-0.132,-0.03,-0.233,0.135
민앤지,-0.023,-0.042,-0.031,0.015,-0.401,-0.601
라파스,0.02,-0.024,0.027,0.108,-0.604,-0.775
퓨쳐스트림네트웍스,-0.008,-0.028,0.044,-0.112,-0.699,-0.329
세미콘라이트,0.017,0.005,-0.181,-0.252,-0.622,-0.804
이노션,-0.008,-0.021,-0.025,0.042,-0.03,-0.221
금호에이치티,0.004,-0.058,-0.098,-0.326,-0.747,-0.853
케어젠,0.01,-0.015,-0.05,-0.281,-0.536,-0.799
경보제약,-0.006,-0.064,-0.184,-0.212,-0.303,-0.915
토니모리,-0.005,-0.029,-0.062,0.37,0.039,-0.393
아이쓰리시스템,-0.018,-0.072,-0.059,-0.095,-0.539,-0.593
파마리서치프로덕트,0.043,0.003,0.036,-0.139,-0.358,-0.386
미코바이오메드,0.023,0.042,0.033,-0.321,-0.262,-0.596
디알텍,0.016,-0.04,-0.003,-0.061,-0.731,-0.794
뉴지랩,-0.002,0.002,-0.1,-0.401,-0.608,-0.822
KODEX 단기채권PLUS,0.0,0.0,0.001,-0.973,-0.961,-0.99
골프존,0.016,-0.005,-0.037,-0.31,-0.335,-0.506
이디티,-0.001,-0.001,-0.046,-0.708,-0.813,-0.569
로보로보,0.055,0.056,0.112,0.76,-0.109,0.104
메가스터디교육,0.013,0.079,0.249,0.22,-0.189,-0.207
우리산업,0.008,-0.04,0.029,-0.5,-0.637,-0.829
우정바이오,-0.025,-0.106,-0.285,0.118,-0.306,-0.878
토박스코리아,0.096,0.18,0.252,3.038,4.771,13.705
신라젠,0.0,0.0,0.0,,,
이노인스트루먼트,0.009,-0.088,-0.042,-0.046,-0.409,-0.639
인크로스,-0.028,-0.067,-0.007,0.142,-0.387,-0.173
제테마,-0.021,-0.07,-0.109,-0.117,-0.409,-0.676
제너셈,-0.004,-0.031,0.15,-0.655,-0.803,-0.849
넵튠,-0.019,-0.043,-0.03,-0.5,-0.645,-0.79
싸이토젠,0.031,-0.007,0.117,0.338,0.189,-0.59
에스디생명공학,-0.011,0.025,0.052,0.099,-0.671,-0.286
러셀,-0.01,-0.088,0.191,-0.508,-0.706,-0.626
켐온,0.008,-0.009,-0.156,0.103,0.498,-0.497
디딤,0.004,-0.053,-0.12,-0.654,-0.582,-0.933
강스템바이오텍,0.014,-0.019,-0.068,-0.196,-0.341,-0.909
엔에스,-0.003,-0.113,-0.095,-0.067,-0.544,-0.799
미래생명자원,0.166,0.379,0.683,0.466,2.722,6.348
RFHIC,0.014,-0.064,-0.109,-0.188,-0.266,-0.459
타이거일렉,-0.031,-0.118,-0.208,-0.024,-0.399,-0.481
링크제니시스,-0.021,-0.091,-0.053,0.262,-0.514,-0.694
MP한강,0.046,0.021,-0.109,-0.421,-0.828,-0.735
지티지웰니스,0.04,-0.085,-0.053,-0.144,-0.304,-0.438
퓨쳐켐,-0.01,-0.017,-0.065,-0.189,-0.247,-0.629
핸디소프트,0.149,0.22,0.221,3.038,12.455,23.84
켐트로스,-0.017,-0.114,-0.142,-0.111,-0.597,-0.847
해마로푸드서비스,0.044,0.018,-0.023,0.599,0.485,-0.729
자안,0.008,0.054,0.107,-0.458,-0.859,-0.724
하이즈항공,0.011,-0.032,-0.034,-0.114,-0.522,-0.879
케이디켐,0.042,0.046,0.064,1.295,2.809,1.828
코스맥스엔비티,0.028,-0.011,-0.054,0.354,0.919,0.081
씨아이에스,-0.038,-0.103,0.076,0.032,-0.546,-0.846
팬젠,-0.025,-0.151,-0.072,-0.295,-0.651,-0.539
쎄노텍,0.004,0.142,0.179,0.371,1.866,6.267
심텍,-0.047,-0.079,-0.044,0.087,-0.128,-0.217
마이더스AI,0.008,-0.125,-0.216,2.237,1.147,0.35
한국맥널티,-0.005,-0.033,-0.055,0.06,-0.248,-0.538
드림씨아이에스,-0.03,-0.098,-0.178,0.329,0.446,-0.083
경남제약헬스케어,0.0,0.0,0.0,,,
코디엠,-0.011,-0.042,-0.09,-0.202,-0.713,-0.851
에이텍티앤,0.079,0.118,0.054,0.121,2.333,1.022
삼양옵틱스,0.002,-0.008,-0.033,0.177,-0.017,-0.524
제놀루션,-0.026,-0.077,-0.072,0.644,-0.214,-0.166
씨엠에스에듀,0.109,0.208,0.222,1.05,6.954,20.25
케이엠제약,-0.006,-0.048,-0.11,-0.384,-0.95,-0.908
보광산업,-0.007,-0.046,-0.051,-0.229,-0.674,-0.625
넷게임즈,-0.027,-0.156,0.016,-0.351,-0.676,-0.522
패션플랫폼,0.018,0.0,0.057,-0.307,-0.599,-0.527
잇츠한불,0.014,-0.008,0.032,-0.04,-0.423,-0.625
신테카바이오,-0.009,-0.08,-0.24,-0.253,-0.484,-0.85
본느,0.054,0.083,0.192,0.056,-0.167,0.413
아이엠텍,0.0,0.0,0.0,,,
이엑스티,-0.023,-0.103,-0.142,-0.073,-0.585,-0.621
